badge_id,badge_name,issuer,skillsValidated,relevant_goals,difficulty_level,description
B357,DevOps Foundations easy,Udacity,"['Kubernetes', 'CI/CD']","['DevOps Engineer', 'Cloud Engineer']",Intermediate,Udacity: Basics of DevOps with Kubernetes & CI/CD. Intermediate. Including door open memory history.
B358,Cybersecurity Fundamentals so,edX,"['Cybersecurity', 'Networking']",['Cybersecurity Analyst'],Beginner,edX: Fundamentals of cybersecurity & networking. Beginner. Evening others popular.
B359,Ethical Hacking Certification news,Offensive Security,"['Ethical Hacking', 'Cybersecurity']","['Cybersecurity Analyst', 'DevOps Engineer']",Advanced,Offensive Security: Advanced ethical hacking techniques. Advanced. Finally shoulder sister one accept.
B360,UI/UX Design Principles eat,Google,"['User Research', 'Wireframing']",['UI/UX Designer'],Beginner,Google: Core UI/UX design fundamentals. Beginner. Fast hospital way course claim.
B361,Python for Data Science spring,Coursera,"['Python', 'Data Analysis']","['Become a Data Scientist', 'Machine Learning Engineer']",Beginner,Coursera: Intro to Python & data analysis. Beginner. Base those collection dark story.
B362,Data Analysis with Pandas clear,DataCamp,"['Data Analysis', 'SQL']","['Become a Data Scientist', 'Data Engineer']",Intermediate,DataCamp: Learn Pandas & SQL basics. Intermediate. Paper tonight record pretty.
B363,Machine Learning Foundations build,Udacity,"['Machine Learning', 'Python']","['Machine Learning Engineer', 'AI Researcher']",Intermediate,Udacity: ML fundamentals with Python. Intermediate. Even measure example determine same exist increase fast.
B364,Deep Learning Specialization agency,DeepLearning.AI,"['Neural Networks', 'TensorFlow']","['Machine Learning Engineer', 'AI Researcher']",Advanced,DeepLearning.AI: Advanced neural nets & TensorFlow. Advanced. Friend air account above in important cut.
B365,AI Ethics and Policy minute,AI Policy Institute,"['AI Policy', 'Ethics']",['AI Ethics Specialist'],Advanced,AI Policy: Overview of ethics & policy in AI. Advanced. Three pick power party return develop remain.
B366,Cloud Computing Basics mind,AWS,"['Cloud Computing', 'AWS']","['Cloud Engineer', 'Data Engineer']",Beginner,AWS: Intro to cloud computing. Beginner. Anyone hard market simply generation.
B367,DevOps Foundations future,Udacity,"['Kubernetes', 'CI/CD']","['DevOps Engineer', 'Cloud Engineer']",Intermediate,Udacity: Basics of DevOps with Kubernetes & CI/CD. Intermediate. Population perhaps health family learn must receive.
B368,Cybersecurity Fundamentals foreign,edX,"['Cybersecurity', 'Networking']",['Cybersecurity Analyst'],Beginner,edX: Fundamentals of cybersecurity & networking. Beginner. Fight responsibility production rise fight benefit yes.
B369,Ethical Hacking Certification none,Offensive Security,"['Ethical Hacking', 'Cybersecurity']","['Cybersecurity Analyst', 'DevOps Engineer']",Advanced,Offensive Security: Advanced ethical hacking techniques. Advanced. A than gun during behavior together.
B370,UI/UX Design Principles again,Google,"['User Research', 'Wireframing']",['UI/UX Designer'],Beginner,Google: Core UI/UX design fundamentals. Beginner. Language their front car.
B371,Python for Data Science effect,Coursera,"['Python', 'Data Analysis']","['Become a Data Scientist', 'Machine Learning Engineer']",Beginner,Coursera: Intro to Python & data analysis. Beginner. During second effect no research.
B372,Data Analysis with Pandas easy,DataCamp,"['Data Analysis', 'SQL']","['Become a Data Scientist', 'Data Engineer']",Intermediate,DataCamp: Learn Pandas & SQL basics. Intermediate. Poor moment region official.
B373,Machine Learning Foundations party,Udacity,"['Machine Learning', 'Python']","['Machine Learning Engineer', 'AI Researcher']",Intermediate,Udacity: ML fundamentals with Python. Intermediate. Cell religious world.
B374,Deep Learning Specialization anyone,DeepLearning.AI,"['Neural Networks', 'TensorFlow']","['Machine Learning Engineer', 'AI Researcher']",Advanced,DeepLearning.AI: Advanced neural nets & TensorFlow. Advanced. Wrong style feel enter history top produce.
B375,AI Ethics and Policy phone,AI Policy Institute,"['AI Policy', 'Ethics']",['AI Ethics Specialist'],Advanced,AI Policy: Overview of ethics & policy in AI. Advanced. Energy trial physical be.
B376,Cloud Computing Basics design,AWS,"['Cloud Computing', 'AWS']","['Cloud Engineer', 'Data Engineer']",Beginner,AWS: Intro to cloud computing. Beginner. Attack large hour tax executive check.
B377,DevOps Foundations spring,Udacity,"['Kubernetes', 'CI/CD']","['DevOps Engineer', 'Cloud Engineer']",Intermediate,Udacity: Basics of DevOps with Kubernetes & CI/CD. Intermediate. Sing near floor run scene six.
B378,Cybersecurity Fundamentals week,edX,"['Cybersecurity', 'Networking']",['Cybersecurity Analyst'],Beginner,edX: Fundamentals of cybersecurity & networking. Beginner. Clearly now exactly whatever to friend inside.
B379,Ethical Hacking Certification those,Offensive Security,"['Ethical Hacking', 'Cybersecurity']","['Cybersecurity Analyst', 'DevOps Engineer']",Advanced,Offensive Security: Advanced ethical hacking techniques. Advanced. Source knowledge during enjoy interest.
B380,UI/UX Design Principles owner,Google,"['User Research', 'Wireframing']",['UI/UX Designer'],Beginner,Google: Core UI/UX design fundamentals. Beginner. Tonight country someone new think kind weight.
B381,Python for Data Science certain,Coursera,"['Python', 'Data Analysis']","['Become a Data Scientist', 'Machine Learning Engineer']",Beginner,Coursera: Intro to Python & data analysis. Beginner. Someone director single win phone body.
B382,Data Analysis with Pandas attorney,DataCamp,"['Data Analysis', 'SQL']","['Become a Data Scientist', 'Data Engineer']",Intermediate,DataCamp: Learn Pandas & SQL basics. Intermediate. Friend Republican great hit source.
B383,Machine Learning Foundations according,Udacity,"['Machine Learning', 'Python']","['Machine Learning Engineer', 'AI Researcher']",Intermediate,Udacity: ML fundamentals with Python. Intermediate. Physical our fear within energy mission.
B384,Deep Learning Specialization nice,DeepLearning.AI,"['Neural Networks', 'TensorFlow']","['Machine Learning Engineer', 'AI Researcher']",Advanced,DeepLearning.AI: Advanced neural nets & TensorFlow. Advanced. Office left son remember food.
B385,AI Ethics and Policy argue,AI Policy Institute,"['AI Policy', 'Ethics']",['AI Ethics Specialist'],Advanced,AI Policy: Overview of ethics & policy in AI. Advanced. Heavy officer health class.
B386,Cloud Computing Basics result,AWS,"['Cloud Computing', 'AWS']","['Cloud Engineer', 'Data Engineer']",Beginner,AWS: Intro to cloud computing. Beginner. Crime type too expect.
B387,DevOps Foundations five,Udacity,"['Kubernetes', 'CI/CD']","['DevOps Engineer', 'Cloud Engineer']",Intermediate,Udacity: Basics of DevOps with Kubernetes & CI/CD. Intermediate. Miss wind month its international bar join.
B388,Cybersecurity Fundamentals glass,edX,"['Cybersecurity', 'Networking']",['Cybersecurity Analyst'],Beginner,edX: Fundamentals of cybersecurity & networking. Beginner. Finish artist yes director.
B389,Ethical Hacking Certification stage,Offensive Security,"['Ethical Hacking', 'Cybersecurity']","['Cybersecurity Analyst', 'DevOps Engineer']",Advanced,Offensive Security: Advanced ethical hacking techniques. Advanced. Sing growth money state address name also.
B390,UI/UX Design Principles newspaper,Google,"['User Research', 'Wireframing']",['UI/UX Designer'],Beginner,Google: Core UI/UX design fundamentals. Beginner. Light catch surface case.
B391,Python for Data Science director,Coursera,"['Python', 'Data Analysis']","['Become a Data Scientist', 'Machine Learning Engineer']",Beginner,Coursera: Intro to Python & data analysis. Beginner. Woman lay listen quickly leader admit whose.
B392,Data Analysis with Pandas then,DataCamp,"['Data Analysis', 'SQL']","['Become a Data Scientist', 'Data Engineer']",Intermediate,DataCamp: Learn Pandas & SQL basics. Intermediate. Too debate without herself.
B393,Machine Learning Foundations near,Udacity,"['Machine Learning', 'Python']","['Machine Learning Engineer', 'AI Researcher']",Intermediate,Udacity: ML fundamentals with Python. Intermediate. Up coach form difference poor positive marriage.
B394,Deep Learning Specialization operation,DeepLearning.AI,"['Neural Networks', 'TensorFlow']","['Machine Learning Engineer', 'AI Researcher']",Advanced,DeepLearning.AI: Advanced neural nets & TensorFlow. Advanced. Goal forget forward year experience discussion man.
B395,AI Ethics and Policy begin,AI Policy Institute,"['AI Policy', 'Ethics']",['AI Ethics Specialist'],Advanced,AI Policy: Overview of ethics & policy in AI. Advanced. Me home service.
B396,Cloud Computing Basics fast,AWS,"['Cloud Computing', 'AWS']","['Cloud Engineer', 'Data Engineer']",Beginner,AWS: Intro to cloud computing. Beginner. With single nice idea end somebody yet.
B397,DevOps Foundations medical,Udacity,"['Kubernetes', 'CI/CD']","['DevOps Engineer', 'Cloud Engineer']",Intermediate,Udacity: Basics of DevOps with Kubernetes & CI/CD. Intermediate. Around whom natural everyone good Mr night.
B398,Cybersecurity Fundamentals draw,edX,"['Cybersecurity', 'Networking']",['Cybersecurity Analyst'],Beginner,edX: Fundamentals of cybersecurity & networking. Beginner. View matter sit with finish suggest.
B399,Ethical Hacking Certification prove,Offensive Security,"['Ethical Hacking', 'Cybersecurity']","['Cybersecurity Analyst', 'DevOps Engineer']",Advanced,Offensive Security: Advanced ethical hacking techniques. Advanced. Offer effect down street back ok ok.
B400,UI/UX Design Principles fly,Google,"['User Research', 'Wireframing']",['UI/UX Designer'],Beginner,Google: Core UI/UX design fundamentals. Beginner. Race report hear oil right born.
B401,Python for Data Science can,Coursera,"['Python', 'Data Analysis']","['Become a Data Scientist', 'Machine Learning Engineer']",Beginner,Coursera: Intro to Python & data analysis. Beginner. Everyone go accept today nice book series.
B402,Data Analysis with Pandas task,DataCamp,"['Data Analysis', 'SQL']","['Become a Data Scientist', 'Data Engineer']",Intermediate,DataCamp: Learn Pandas & SQL basics. Intermediate. Line camera officer evidence along out budget.
B403,Machine Learning Foundations their,Udacity,"['Machine Learning', 'Python']","['Machine Learning Engineer', 'AI Researcher']",Intermediate,Udacity: ML fundamentals with Python. Intermediate. Network so like animal medical situation.
B404,Deep Learning Specialization wrong,DeepLearning.AI,"['Neural Networks', 'TensorFlow']","['Machine Learning Engineer', 'AI Researcher']",Advanced,DeepLearning.AI: Advanced neural nets & TensorFlow. Advanced. Practice prevent reveal my organization modern.
B405,AI Ethics and Policy grow,AI Policy Institute,"['AI Policy', 'Ethics']",['AI Ethics Specialist'],Advanced,AI Policy: Overview of ethics & policy in AI. Advanced. Professor age society senior lose.
B406,Cloud Computing Basics myself,AWS,"['Cloud Computing', 'AWS']","['Cloud Engineer', 'Data Engineer']",Beginner,AWS: Intro to cloud computing. Beginner. Baby product management scene herself.
B407,DevOps Foundations local,Udacity,"['Kubernetes', 'CI/CD']","['DevOps Engineer', 'Cloud Engineer']",Intermediate,Udacity: Basics of DevOps with Kubernetes & CI/CD. Intermediate. Sea high throughout may enough and.
B408,Cybersecurity Fundamentals south,edX,"['Cybersecurity', 'Networking']",['Cybersecurity Analyst'],Beginner,edX: Fundamentals of cybersecurity & networking. Beginner. They what nice significant cup.
B409,Ethical Hacking Certification stand,Offensive Security,"['Ethical Hacking', 'Cybersecurity']","['Cybersecurity Analyst', 'DevOps Engineer']",Advanced,Offensive Security: Advanced ethical hacking techniques. Advanced. Man away baby learn.
B410,UI/UX Design Principles including,Google,"['User Research', 'Wireframing']",['UI/UX Designer'],Beginner,Google: Core UI/UX design fundamentals. Beginner. Environment clear professor.
B411,Python for Data Science this,Coursera,"['Python', 'Data Analysis']","['Become a Data Scientist', 'Machine Learning Engineer']",Beginner,Coursera: Intro to Python & data analysis. Beginner. Red century rise firm subject soldier month authority.
B412,Data Analysis with Pandas yes,DataCamp,"['Data Analysis', 'SQL']","['Become a Data Scientist', 'Data Engineer']",Intermediate,DataCamp: Learn Pandas & SQL basics. Intermediate. That yeah instead yard already risk.
B413,Machine Learning Foundations majority,Udacity,"['Machine Learning', 'Python']","['Machine Learning Engineer', 'AI Researcher']",Intermediate,Udacity: ML fundamentals with Python. Intermediate. Life how amount sometimes fly stock prepare.
B414,Deep Learning Specialization enjoy,DeepLearning.AI,"['Neural Networks', 'TensorFlow']","['Machine Learning Engineer', 'AI Researcher']",Advanced,DeepLearning.AI: Advanced neural nets & TensorFlow. Advanced. Final whose check remember.
B415,AI Ethics and Policy may,AI Policy Institute,"['AI Policy', 'Ethics']",['AI Ethics Specialist'],Advanced,AI Policy: Overview of ethics & policy in AI. Advanced. Home pass account need network left.
B416,Cloud Computing Basics or,AWS,"['Cloud Computing', 'AWS']","['Cloud Engineer', 'Data Engineer']",Beginner,AWS: Intro to cloud computing. Beginner. Measure thing attorney southern.
B417,DevOps Foundations the,Udacity,"['Kubernetes', 'CI/CD']","['DevOps Engineer', 'Cloud Engineer']",Intermediate,Udacity: Basics of DevOps with Kubernetes & CI/CD. Intermediate. People example start seven above seek partner live.
B418,Cybersecurity Fundamentals successful,edX,"['Cybersecurity', 'Networking']",['Cybersecurity Analyst'],Beginner,edX: Fundamentals of cybersecurity & networking. Beginner. Sign gas small it.
B419,Ethical Hacking Certification along,Offensive Security,"['Ethical Hacking', 'Cybersecurity']","['Cybersecurity Analyst', 'DevOps Engineer']",Advanced,Offensive Security: Advanced ethical hacking techniques. Advanced. Necessary you into by.
B420,UI/UX Design Principles human,Google,"['User Research', 'Wireframing']",['UI/UX Designer'],Beginner,Google: Core UI/UX design fundamentals. Beginner. Employee garden step condition shoulder.
B421,Python for Data Science fire,Coursera,"['Python', 'Data Analysis']","['Become a Data Scientist', 'Machine Learning Engineer']",Beginner,Coursera: Intro to Python & data analysis. Beginner. Again system painting age glass action hand.
